"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"12830",1,6,2,NA,NA,4,3,4,2,NA,NA,3,3,4,3,NA,NA,2,4,3
"12831",2,6,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"12832",1,6,1,4,12,NA,NA,NA,2,NA,NA,1,2,2,1,1,5,4,4,3
"12833",1,6,2,NA,NA,4,4,4,2,NA,NA,3,4,4,3,NA,NA,2,4,3
"12834",2,6,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,1,1,5,2,6,5
"12835",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"12836",1,6,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,4,2,3,3
"12837",2,6,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,2,1,5,2,4,3
"12838",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"12839",1,6,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,NA,2,NA,NA,NA,NA
"12840",2,6,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,1,4,4
"12841",1,6,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,2
"12842",2,7,1,1,0,NA,NA,NA,1,0,7,NA,NA,NA,3,2,3,2,3,4
"12843",1,6,1,4,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,2,3,3
"12844",2,7,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,2,2,2
"12845",2,7,2,NA,NA,4,3,2,2,NA,NA,3,4,4,2,NA,NA,3,3,3
"12846",1,6,1,6,15,NA,NA,NA,2,NA,NA,4,4,4,2,2,5,2,6,4
"12847",1,7,1,3,0,NA,NA,NA,2,NA,NA,2,3,4,1,NA,NA,2,4,3
"12848",2,6,2,NA,NA,2,3,4,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"12849",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"12850",1,2,1,2,0,NA,NA,NA,2,NA,NA,4,3,3,1,NA,NA,1,3,4
"12851",1,2,2,NA,NA,3,3,3,2,NA,NA,3,3,3,2,NA,NA,1,2,3
"12852",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12853",2,2,2,NA,NA,4,3,3,2,NA,NA,3,3,4,2,NA,NA,1,5,4
"12854",1,2,1,1,0,NA,NA,NA,2,NA,NA,3,3,3,1,NA,NA,2,2,4
"12855",1,2,2,NA,NA,1,2,1,1,0,6,NA,NA,NA,1,NA,NA,1,3,3
"12856",1,2,2,NA,NA,4,3,3,2,NA,NA,4,3,3,1,NA,NA,1,2,3
"12857",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,5,4
"12858",2,2,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12859",2,2,2,NA,NA,4,3,4,2,NA,NA,4,4,4,3,NA,NA,1,2,6
"12860",1,2,2,NA,NA,3,3,4,2,NA,NA,3,4,4,1,NA,NA,1,4,3
"12861",1,2,2,NA,NA,3,3,4,2,NA,NA,3,3,4,1,NA,NA,4,6,3
"12862",1,2,2,NA,NA,3,3,4,2,NA,NA,2,4,4,1,NA,NA,2,3,3
"12863",1,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,3
"12864",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,4,5,6
"12865",1,4,1,6,30,NA,NA,NA,1,3,3,NA,NA,NA,1,2,5,4,5,3
"12866",2,4,1,4,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,4,6,5
"12867",2,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,2
"12868",1,4,1,6,25,NA,NA,NA,1,0,6,NA,NA,NA,1,2,1,2,4,2
"12869",1,4,1,5,23,NA,NA,NA,1,0,7,NA,NA,NA,1,2,2,2,6,2
"12870",1,4,1,6,10,NA,NA,NA,1,0,6,NA,NA,NA,1,1,1,1,2,5
"12871",1,5,1,1,5,NA,NA,NA,1,0,4,NA,NA,NA,1,2,NA,2,NA,NA
"12872",1,4,1,3,3,NA,NA,NA,2,NA,NA,1,3,3,1,2,NA,2,4,3
"12873",1,4,2,NA,NA,1,3,3,2,NA,NA,2,2,3,3,NA,NA,1,3,3
"12874",2,4,2,NA,NA,1,1,2,1,0,5,NA,NA,NA,3,NA,NA,2,5,4
"12875",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12876",1,4,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,1,1,5,2,3,3
"12877",2,4,1,6,30,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,3,4,3
"12878",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"12879",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,4,4
"12880",1,4,2,NA,NA,2,2,3,1,0,6,NA,NA,NA,1,NA,NA,2,4,4
"12881",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,NA,4,3
"12882",1,4,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"12883",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,6,2
"12884",1,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,5,3
"12885",2,4,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,1,1,2,2,4,3
"12886",2,4,2,NA,NA,4,4,4,1,0,7,NA,NA,NA,1,NA,NA,1,3,3
"12887",1,4,1,6,30,NA,NA,NA,1,5,2,NA,NA,NA,1,1,5,2,6,2
"12888",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,6
"12889",1,4,1,2,1,NA,NA,NA,2,NA,NA,3,3,3,1,2,1,3,3,4
"12890",1,4,2,NA,NA,2,3,3,2,NA,NA,2,4,4,1,NA,NA,2,4,3
"12891",1,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,1
"12892",2,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12893",1,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,4
"12894",1,4,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12895",2,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,3,4,2
"12896",1,4,2,NA,NA,1,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12897",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12898",2,4,1,6,24,NA,NA,NA,1,0,6,NA,NA,NA,2,2,2,2,3,4
"12899",1,4,2,NA,NA,2,3,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12900",2,4,2,NA,NA,1,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"12901",1,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"12902",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,4,1,1
"12903",1,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,2
"12904",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12905",2,4,1,2,0,NA,NA,NA,2,NA,NA,3,4,3,1,NA,NA,2,5,4
"12906",1,4,2,NA,NA,1,3,3,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"12907",2,4,1,1,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,1,5,4
"12908",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,5
"12909",1,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"12910",2,4,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12911",1,4,1,3,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,5,2,3,4
"12912",2,4,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,4,4,4
"12913",1,4,1,6,23,NA,NA,NA,2,NA,NA,4,4,4,1,1,5,3,2,2
"12914",2,4,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12915",2,5,2,NA,NA,1,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,3
"12916",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,5
"12917",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"12918",2,5,1,2,0,NA,NA,NA,2,NA,NA,4,3,4,1,NA,NA,1,5,4
"12919",1,5,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,6,6
"12920",1,5,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,NA,1,5,5
"12921",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,4
"12922",1,5,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12923",2,5,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"12924",2,5,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,1,1,5,3,6,6
"12925",2,5,2,NA,NA,3,3,4,1,0,7,NA,NA,NA,1,NA,NA,2,4,3
"12926",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,2
"12927",2,5,1,1,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,2,4,4
"12928",2,5,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,2
"12929",2,5,1,1,0,NA,NA,NA,2,NA,NA,4,3,4,1,NA,NA,2,4,3
"12930",2,5,2,NA,NA,4,3,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"12931",1,5,2,NA,NA,3,3,2,2,NA,NA,4,4,4,1,NA,NA,3,3,2
"12932",2,5,1,2,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,1,4,4
"12933",2,5,1,6,20,NA,NA,NA,1,0,5,NA,NA,NA,1,1,2,1,NA,NA
"12934",2,5,2,NA,NA,4,3,4,2,NA,NA,4,4,4,2,NA,NA,1,5,6
"12935",1,5,1,6,25,NA,NA,NA,2,NA,NA,4,4,3,1,2,NA,3,2,2
"12936",2,5,2,NA,NA,4,4,3,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12937",2,5,2,NA,NA,1,3,3,2,NA,NA,1,3,3,1,NA,NA,2,3,4
"12938",2,5,1,6,0,NA,NA,NA,1,0,4,NA,NA,NA,3,NA,NA,2,5,3
"12939",2,5,1,2,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,1,6,6
"12940",1,6,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,2,1,1,1,6,6
"12941",1,5,2,NA,NA,3,2,2,2,NA,NA,4,4,4,1,NA,NA,4,4,3
"12942",1,5,2,NA,NA,3,2,4,2,NA,NA,4,4,4,1,NA,NA,2,2,3
"12943",1,5,2,NA,NA,2,3,3,2,NA,NA,3,3,4,1,NA,NA,1,4,2
"12944",2,5,1,NA,10,NA,NA,NA,1,0,4,NA,NA,NA,1,1,5,2,3,4
"12945",2,5,2,NA,NA,2,3,3,2,NA,NA,4,3,3,1,NA,NA,2,5,5
"12946",1,5,1,1,5,NA,NA,NA,2,NA,NA,4,3,3,NA,2,NA,NA,NA,NA
"12947",2,5,2,NA,NA,4,3,3,2,NA,NA,4,3,4,1,NA,NA,2,2,3
"12948",1,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,2,NA,NA,2,2,6
"12949",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,5
"12950",2,5,1,2,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,3,NA,5,NA
"12951",1,5,2,NA,NA,2,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12952",2,5,1,2,0,NA,NA,NA,2,NA,NA,2,3,3,3,NA,NA,2,3,3
"12953",1,5,2,NA,NA,1,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,4
"12954",1,6,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"12955",1,5,NA,NA,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"12956",1,5,2,NA,NA,3,4,4,2,NA,NA,3,3,4,1,NA,NA,2,3,3
"12957",2,5,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,4
"12958",2,5,1,3,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"12959",1,5,1,5,25,NA,NA,NA,2,NA,NA,4,4,4,2,2,5,3,3,4
"12960",1,5,2,NA,NA,3,2,4,2,NA,NA,3,4,4,1,NA,NA,2,4,4
"12961",1,5,1,1,0,NA,NA,NA,2,NA,NA,1,4,4,1,NA,NA,1,2,4
"12962",1,6,2,NA,NA,2,2,2,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"12963",2,6,2,NA,NA,1,2,2,1,0,7,NA,NA,NA,1,NA,NA,2,2,5
"12964",2,6,1,6,26,NA,NA,NA,1,0,5,NA,NA,NA,1,2,5,2,3,3
"12965",1,6,2,NA,NA,4,3,4,2,NA,NA,4,4,4,3,2,5,1,2,2
"12966",1,5,1,2,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,2,4,5
"12967",2,6,2,NA,NA,1,2,3,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"12968",2,6,1,6,30,NA,NA,NA,2,NA,NA,4,4,4,1,2,5,2,2,3
"12969",1,6,1,6,30,NA,NA,NA,1,30,1,NA,NA,NA,1,1,2,2,6,6
"12970",1,6,1,3,0,NA,NA,NA,1,0,5,NA,NA,NA,1,NA,NA,2,4,4
"12971",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12972",2,6,1,3,30,NA,NA,NA,2,NA,NA,2,3,3,1,2,4,2,1,4
"12973",1,6,1,2,0,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,2,4,2
"12974",2,6,1,1,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,1,4,5
"12975",1,6,1,2,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,1,3,4
"12976",1,6,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,3,2,2
"12977",1,6,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,6,6
"12978",1,6,2,NA,NA,2,3,3,2,NA,NA,2,3,3,1,NA,NA,2,2,2
"12979",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,2,2,3
"12980",2,6,2,NA,NA,4,3,3,2,NA,NA,3,3,4,1,NA,NA,1,3,3
"12981",2,6,1,3,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,5,4,3,6
"12982",1,6,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,2,4
"12983",2,6,1,6,30,NA,NA,NA,1,0,4,NA,NA,NA,NA,1,4,2,3,4
"12984",2,6,1,1,1,NA,NA,NA,2,NA,NA,4,4,4,2,2,1,2,4,4
"12985",1,NA,1,2,5,NA,NA,NA,2,NA,NA,4,3,4,1,2,1,2,2,5
"12986",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,6,6
"12987",1,6,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"12988",1,6,2,NA,NA,3,3,3,1,0,6,NA,NA,NA,1,NA,NA,1,6,6
"12989",1,6,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"12990",2,6,1,6,15,NA,NA,NA,1,0,6,NA,NA,NA,1,1,1,2,1,3
"12991",1,6,1,6,30,NA,NA,NA,1,5,2,NA,NA,NA,1,1,5,4,2,2
"12992",1,7,2,NA,NA,2,3,2,1,2,3,NA,NA,NA,2,1,5,4,1,6
"12993",1,6,1,2,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,4,4
"12994",1,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,5
"12995",1,6,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"12996",2,6,2,NA,NA,1,4,2,2,NA,NA,4,NA,3,3,NA,NA,2,6,4
"12997",2,6,1,6,2,NA,NA,NA,1,0,6,NA,NA,NA,1,2,1,2,6,6
"12998",2,6,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,5,6
"12999",2,7,2,NA,NA,3,3,3,1,0,7,NA,NA,NA,1,NA,NA,2,2,2
"13000",1,7,1,3,7,NA,NA,NA,2,NA,NA,4,4,4,1,2,4,1,3,2
"13001",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,3
"13002",2,7,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,2
"13003",2,6,1,6,10,NA,NA,NA,1,0,6,NA,NA,NA,2,2,1,2,4,3
"13004",2,7,1,1,0,NA,NA,NA,2,NA,NA,1,2,2,1,NA,NA,4,4,2
"13005",2,7,1,2,0,NA,NA,NA,2,NA,NA,3,3,3,1,NA,NA,2,2,2
"13006",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"13007",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"13008",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"13009",1,7,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,1,1,1,5,2
"13010",1,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,4
"13011",1,7,1,2,0,NA,NA,NA,2,NA,NA,4,3,3,1,NA,NA,1,3,5
"13012",1,7,1,6,30,NA,NA,NA,1,0,7,NA,NA,NA,1,2,1,4,2,2
"13013",1,7,1,6,2,NA,NA,NA,1,4,2,NA,NA,NA,1,2,5,2,3,4
"13014",1,7,2,NA,NA,2,3,4,2,NA,NA,3,4,4,1,NA,NA,1,4,5
"13015",1,7,1,6,30,NA,NA,NA,1,0,5,NA,NA,NA,1,1,5,2,2,2
"13016",1,7,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,2,4,5
"13017",2,7,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"13018",1,7,1,1,0,NA,NA,NA,2,NA,NA,2,2,3,1,NA,NA,2,3,3
"13019",1,7,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,6,5
"13020",2,7,2,NA,NA,1,3,3,2,NA,NA,4,4,3,1,NA,NA,2,2,3
"13021",2,7,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,1,4,2
"13022",1,7,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,2,2
"13023",2,7,1,2,6,NA,NA,NA,2,NA,NA,4,4,4,3,2,5,4,3,6
"13024",1,7,2,NA,NA,4,3,3,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"13025",1,7,1,4,4,NA,NA,NA,1,0,6,NA,NA,NA,3,2,1,NA,4,4
"13026",2,7,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,1,2,3
"13027",1,7,1,5,7,NA,NA,NA,2,NA,NA,4,4,4,1,2,3,2,3,3
"13028",1,7,1,1,0,NA,NA,NA,1,0,6,NA,NA,NA,1,NA,NA,1,5,4
"13029",1,7,1,6,30,NA,NA,NA,1,10,2,NA,NA,NA,1,2,5,2,2,3
"13030",2,4,2,NA,NA,NA,3,3,2,NA,NA,2,NA,4,3,NA,NA,4,NA,NA
"13031",2,7,2,NA,NA,4,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,3
"13032",1,7,2,NA,NA,2,4,4,2,NA,NA,2,4,4,1,NA,NA,1,3,4
"13033",1,7,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,3,3,4
"13034",2,1,2,NA,NA,4,4,4,1,0,6,NA,NA,NA,1,NA,NA,2,4,4
"13035",2,1,2,NA,NA,4,4,4,2,NA,NA,3,4,4,3,NA,NA,1,4,4
"13036",1,1,2,NA,NA,2,2,3,2,NA,NA,1,4,4,1,NA,NA,2,2,2
"13037",2,1,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"13038",2,1,2,NA,NA,2,3,2,2,NA,NA,2,3,3,1,NA,NA,1,5,4
"13039",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,NA
"13040",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,2,4
"13041",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,5,3
"13042",1,1,2,NA,NA,3,3,4,2,NA,NA,2,3,4,1,NA,NA,2,2,4
"13043",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,5
"13044",1,1,2,NA,NA,1,4,4,1,0,4,NA,NA,NA,1,NA,NA,2,4,2
"13045",2,1,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,5,4
"13046",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,3
"13047",2,1,1,2,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,2,3,2
"13048",2,1,2,NA,NA,3,2,3,2,NA,NA,2,3,3,1,NA,NA,2,2,5
"13049",2,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,4,4
"13050",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,1,3,4
"13051",2,1,2,NA,NA,3,3,3,2,NA,NA,3,3,3,1,NA,NA,3,4,5
"13052",1,1,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,3
"13053",1,1,2,NA,NA,4,2,4,2,NA,NA,2,3,4,1,NA,NA,1,4,4
"13054",1,1,2,NA,NA,3,3,4,2,NA,NA,3,3,4,1,NA,NA,2,2,3
"13055",2,1,2,NA,NA,4,4,4,2,NA,NA,3,4,4,2,NA,NA,1,2,2
"13056",2,2,1,2,0,NA,NA,NA,2,NA,NA,1,4,4,2,NA,NA,2,5,4
"13057",2,2,2,NA,NA,4,3,3,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"13058",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,4,4
"13059",2,2,2,NA,NA,2,4,4,2,NA,NA,3,3,4,2,NA,NA,1,3,4
"13060",2,2,2,NA,NA,2,3,4,2,NA,NA,2,3,4,1,NA,NA,2,5,4
"13061",2,2,2,NA,NA,4,3,3,2,NA,NA,4,4,4,1,NA,NA,1,3,5
"13062",2,2,1,2,3,NA,NA,NA,2,NA,NA,3,3,4,1,2,5,2,3,3
"13063",1,2,2,NA,NA,3,3,3,2,NA,NA,4,4,4,3,NA,NA,2,4,4
"13064",1,2,2,NA,NA,4,3,4,2,NA,NA,4,3,4,1,NA,NA,1,5,4
"13065",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,4
"13066",2,2,1,2,0,NA,NA,NA,2,NA,NA,2,4,4,1,NA,NA,2,4,4
"13067",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,2,2
"13068",2,2,2,NA,NA,1,3,4,1,0,6,NA,NA,NA,2,NA,NA,1,4,4
"13069",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"13070",2,2,1,1,1,NA,NA,NA,2,NA,NA,4,3,4,1,2,1,2,3,3
"13071",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,4,4
"13072",2,2,NA,NA,0,NA,NA,NA,2,NA,NA,3,4,4,1,NA,NA,2,3,3
"13073",2,2,2,NA,NA,3,3,3,2,NA,NA,4,4,3,1,NA,NA,1,3,4
"13074",2,2,1,2,1,NA,NA,NA,2,NA,NA,4,4,4,NA,2,3,2,3,3
"13075",1,2,2,NA,NA,4,NA,4,2,NA,NA,3,3,4,1,NA,NA,1,4,4
"13076",2,2,2,NA,NA,4,4,4,2,NA,NA,4,3,4,1,NA,NA,1,3,3
"13077",2,2,1,2,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,4,4
"13078",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"13079",2,2,2,NA,NA,2,3,3,2,NA,NA,4,4,4,1,NA,NA,1,2,3
"13080",2,2,2,NA,NA,4,4,4,2,NA,NA,4,4,4,2,NA,NA,2,2,4
"13081",2,2,2,NA,NA,3,3,3,2,NA,NA,3,3,3,3,NA,NA,1,5,4
"13082",2,2,2,NA,NA,2,4,4,2,NA,NA,4,4,4,2,NA,NA,1,2,2
"13083",2,3,2,NA,NA,3,3,3,2,NA,NA,4,4,4,1,NA,NA,2,6,5
"13084",2,3,1,6,15,NA,NA,NA,2,NA,NA,1,2,2,1,1,5,3,5,4
"13085",2,3,2,NA,NA,3,4,4,2,NA,NA,4,4,4,1,NA,NA,2,4,5
"13086",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,3,3
"13087",1,3,1,1,0,NA,NA,NA,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"13088",1,3,2,NA,NA,2,4,4,2,NA,NA,2,4,4,1,NA,NA,1,2,2
"13089",2,5,2,NA,NA,3,3,3,2,NA,NA,3,3,4,1,NA,NA,1,6,6
"13090",1,3,2,NA,NA,3,3,4,2,NA,NA,4,4,4,1,NA,NA,1,2,2
"13091",1,3,1,1,0,NA,NA,NA,2,NA,NA,3,3,4,1,NA,NA,2,2,2
"13092",1,3,2,NA,NA,3,4,3,2,NA,NA,3,3,3,1,NA,NA,1,5,4
"13093",1,3,1,NA,3,NA,NA,NA,2,NA,NA,4,3,3,1,2,1,2,2,3
"13094",1,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,2,3,3
"13095",2,3,1,2,0,NA,NA,NA,1,0,7,NA,NA,NA,1,NA,NA,1,4,3
"13096",2,3,1,2,15,NA,NA,NA,2,NA,NA,2,3,3,1,2,1,2,3,3
"13097",2,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,3,NA,NA,1,3,3
"13098",1,3,1,2,1,NA,NA,NA,2,NA,NA,2,3,3,1,2,NA,1,4,3
"13099",2,3,2,NA,NA,4,4,4,2,NA,NA,4,4,4,1,NA,NA,1,5,5
"13100",2,3,1,6,20,NA,NA,NA,2,NA,NA,4,4,4,1,1,5,3,6,4
"13101",1,3,2,NA,NA,2,3,3,2,NA,NA,1,3,3,1,NA,NA,2,4,4
"13102",2,3,1,2,1,NA,NA,NA,2,NA,NA,4,4,4,1,2,1,2,3,2
