"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"12639","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12640","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Most of the time"
"12641","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12642","M","6th","No",NA,NA,"No",NA,"No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12643","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12644","M","6th","Yes","1","1",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"Not sure","No","No","No","Never","Sometimes"
"12645","F","6th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Sometimes"
"12646","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12647","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12648",NA,"6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Rarely"
"12649","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Rarely","Sometimes"
"12650","F","6th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12651","F","6th",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12652","F","6th","No",NA,NA,"Yes","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Most of the time"
"12653","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12654","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Rarely"
"12655","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12656","F","6th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Rarely","Never"
"12657","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"12658","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12659","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Never","Most of the time"
"12660","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12661","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Always","Sometimes"
"12662","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12663","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12664","F","6th","No",NA,NA,"No","No","No","Yes","1","Last 7 Days",NA,NA,NA,"Not sure","No","No","Yes","Never","Sometimes"
"12665","M","8th","Yes","3","1",NA,NA,NA,"No",NA,NA,"Yes","No",NA,"No","Yes","Yes","No","Most of the time",NA
"12666","F","6th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12667","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12668","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12669","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No","No",NA,"Yes","Never","Never"
"12670","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"12671","M","6th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","Yes","Yes","Yes",NA,NA,"No","Rarely","Always"
"12672","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12673","M","6th","Yes","2","2",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","Yes","No","No","Most of the time","Most of the time"
"12674","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Always"
"12675","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12676","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Always"
"12677","M","6th","Yes","1","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Not sure","Yes","Yes","Yes","Never","I do not use the internet"
"12678","M","6th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","Yes","No","Yes","Yes","I do not use the internet","Rarely"
"12679","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12680","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"No","Sometimes","Sometimes"
"12681","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12682","M","7th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Rarely"
"12683","F","7th","Yes","1","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Never","Sometimes"
"12684","F","7th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12685","M","7th","Yes","2","4",NA,NA,NA,"Yes","30",NA,NA,NA,NA,"Yes","Yes","Yes","No","Always","Always"
"12686","F","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12687","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12688","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"12689","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12690","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"12691","F","7th","No",NA,NA,"No","No","No","Yes","0","Last 6 Months",NA,NA,NA,"No",NA,NA,"Yes","Rarely","Sometimes"
"12692","M","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12693","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"12694","M","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"12695","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12696","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12697","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12698","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"12699","M","7th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No",NA,"No",NA,"Yes","Never","Sometimes"
"12700","F","7th","Yes","1","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,NA,"No","Sometimes","Always"
"12701","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12702","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12703","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12704","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12705","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12706","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12707","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12708","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No","No","Yes","Yes","Never","Rarely"
"12709","F","7th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","No","Always","Rarely"
"12710","M","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","Yes","Yes",NA,NA,"Yes","Rarely","Rarely"
"12711","M","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No",NA,"No","No","No","Sometimes","Sometimes"
"12712","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12713","F","7th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","Yes","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12714","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12715","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12716","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12717","M","7th","No",NA,NA,"Yes","Yes","Yes","Yes","12","Today",NA,NA,NA,"No","Yes","No","No","I do not use the internet","I do not use the internet"
"12718","M","7th","Yes","2","0",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes",NA,NA,"Yes","Always","Always"
"12719","F","7th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"12720","M","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12721","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12722","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12723","F","7th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Always","Most of the time"
"12724","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Never"
"12725","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12726","F","8th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12727","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12728","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12729","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA
"12730","F","8th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Rarely"
"12731","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12732","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Never"
"12733","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12734","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Sometimes"
"12735","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12736","M","9th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","Yes","Yes","No","Always","Most of the time"
"12737","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Always"
"12738","M","8th","Yes","1","1",NA,NA,NA,"No",NA,NA,"Yes","No","No",NA,"No",NA,NA,"Always",NA
"12739","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"12740","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12741","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12742","M","8th","Yes",NA,"0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Always","Always"
"12743","F","8th","No",NA,NA,"Yes","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,NA,"No","Never","Rarely"
"12744","F","8th","Yes","2","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Rarely"
"12745","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12746","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Sometimes"
"12747","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12748","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12749","F","8th","Yes","1","10",NA,NA,NA,"Yes","1","Last 7 Days",NA,NA,NA,"Yes","No","Yes","Yes","Most of the time","Always"
"12750","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Sometimes"
"12751","M","8th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Always"
"12752","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"No","Sometimes","Most of the time"
"12753","F","8th","Yes","4","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12754","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12755","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Always"
"12756","F","8th","No",NA,NA,"Yes","Yes","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Never"
"12757","F","8th","Yes","1","0",NA,NA,NA,"Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Always","Rarely"
"12758","F","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"12759","M","8th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12760",NA,"8th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Sometimes"
"12761","M","8th","No",NA,NA,"No","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Most of the time"
"12762","F","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12763","M","8th","Yes","6","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes",NA,NA,NA
"12764","F","8th","No",NA,NA,"No","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Not sure",NA,NA,"No","Rarely","Sometimes"
"12765","F","8th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Sometimes"
"12766","M","8th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12767","F","8th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12768","F","8th","No",NA,NA,"Yes","Yes","Yes","Yes","0","1-4 Years Ago",NA,NA,NA,"No",NA,NA,"Yes","Rarely","Rarely"
"12769","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Most of the time"
"12770","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Rarely"
"12771","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12772","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12773","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12774","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Rarely"
"12775","M","9th","Yes","6","20",NA,NA,NA,"No",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","No","Rarely","Sometimes"
"12776","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12777","F","9th","No",NA,NA,"Yes","No","Yes","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Never"
"12778","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12779","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Sometimes"
"12780","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12781","M","9th","Yes","1","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes",NA,NA,"Yes","Never","Never"
"12782","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12783","M","9th","Yes","6","20",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Rarely","Sometimes"
"12784","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12785","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12786","F","9th","Yes","4","1",NA,NA,NA,"No",NA,NA,"No","No","No",NA,"No",NA,"Yes","Rarely","Rarely"
"12787","M","9th","Yes","4","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"No","Rarely","Never"
"12788","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12789","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"No","Rarely","Never"
"12790","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12791","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"12792","M","10th","Yes","3","2",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Sometimes","Sometimes"
"12793","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"12794","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12795","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"12796","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12797","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12798","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12799","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Sometimes"
"12800","F","10th","Yes","2","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Always","Most of the time"
"12801","F","10th","Yes","6","30",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"No","No","Yes","Yes","Rarely","Never"
"12802","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Most of the time","Rarely"
"12803","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12804","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12805","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12806","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12807","F","10th","Yes","6","30",NA,NA,NA,"Yes","2","Last Month",NA,NA,NA,"Not sure","No","No","Yes","Rarely","Rarely"
"12808","F","10th","Yes","2",NA,NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12809","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12810","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12811","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12812","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12813","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12814","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12815","M","10th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No",NA,"Yes","Sometimes","Sometimes"
"12816","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12817","F","10th","Yes","5","0",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Rarely"
"12818","M","11th","Yes","6","26",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","Yes","Yes","Yes","Sometimes","Sometimes"
"12819","M","12th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12820","F","11th","Yes","4","20",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","Yes","Yes","Yes","Always","Never"
"12821","M","12th","Yes","1","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"No","No","Yes","Yes","Never","Never"
"12822","F","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12823","F","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"Yes","Sometimes","Sometimes"
"12824","F","11th","Yes","5","25",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","No",NA,"Yes","Always","Always"
"12825","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12826","F","11th","Yes","5","25",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","Yes","Yes","No","Never","Most of the time"
"12827","M","11th","Yes","6","30",NA,NA,NA,"Yes","20",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA
"12828","F","11th","Yes","4","10",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","Yes","Yes","No","Always","Always"
"12829","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12830","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"12831","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12832","M","11th","Yes","4","12",NA,NA,NA,"No",NA,NA,"Yes","Yes","Yes","Yes","Yes","No","No","Sometimes","Rarely"
"12833","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Rarely"
"12834","F","11th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","No","Yes","Always","Most of the time"
"12835","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"12836","M","11th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Rarely"
"12837","F","11th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"No","Yes","No","Yes","Sometimes","Rarely"
"12838","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12839","M","11th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No",NA,"No",NA,NA,NA,NA
"12840","F","11th","Yes","2","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12841","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"12842","F","12th","Yes","1","0",NA,NA,NA,"Yes","0","5 Years Ago",NA,NA,NA,"Not sure","No","Yes","Yes","Rarely","Sometimes"
