"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet","Cigarette_Last_Usedd"
"11100","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Most of the time","Sometimes",NA
"11101","F","7th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","No","S","Yes","Rarely","Rarely",NA
"11102","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"11103","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"11104","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11105","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Sometimes",NA
"11106","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","No","Rarely","Rarely",NA
"11107","M","7th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","Yes","5","Yes","Yes","Sometimes","Always",NA
"11108","M","7th","N","N","N","S","S","S","Yes","N","N","S","S","S","N","N","S","N","N","N",NA
"11109","F","7th","Yes","75","0","S","S","S","No","S","S","No","No","No","No","No","S","Yes","Rarely","Rarely",NA
"11110","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Sometimes",NA
"11111","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11112","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11113","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","N","Yes","S","Yes","Always","Most of the time",NA
"11114","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11115","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"11116","F","8th","Yes","75","Last Year","S","S","S","No","S","S","Yes","No","No","Yes","Yes","Yes","Yes","Sometimes","Rarely",NA
"11117","M","8th","No","S","S","Yes","Yes","No","No","S","S","No","Yes","No","No","6","S","No","Rarely","Always",NA
"11118","F","8th","Yes","15","Last Year","S","S","S","Yes","3","3","S","S","S","Yes","4","No","Yes","Sometimes","Sometimes","Last Month"
"11119","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11120","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Most of the time","Most of the time",NA
"11121","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11122","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Sometimes","Rarely",NA
"11123","F","8th","Yes","35","Last Month","S","S","S","No","S","S","No","No","No","Yes","No","Yes","Yes","Rarely","Sometimes",NA
"11124","M","8th","Yes","15","0","S","S","S","No","S","S","No","No","No","Not sure","4","S","Yes","Most of the time","Never",NA
"11125","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11126","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Never",NA
"11127","F","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","No","Most of the time","Rarely",NA
"11128","F","9th","Yes","1","0","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11129","F","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Always","Sometimes",NA
"11130","F","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"11131","F","9th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11132","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11133","M","9th","Yes","100","10","S","S","S","No","S","S","No","No","No","Yes","6","Yes","Yes","Always","Always",NA
"11134","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11135","F","9th","No","S","S","No","No","No","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","S","Yes","Never","Rarely",NA
"11136","M","10th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11137","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","No","Sometimes","Rarely",NA
"11138","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","No","Never","Never",NA
"11139","F","10th","Yes","1","Today","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","Yes","Yes","Most of the time","Rarely",NA
"11140","M","10th","No","S","S","No","No","No","Yes","1","Last 7 Days","S","S","S","Yes","3","No","Yes","Rarely","Sometimes",NA
"11141","F","11th","Yes","75","23","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","4","No","Yes","Rarely","I do not use the internet",NA
"11142","F","10th","Yes","1","10","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","No","No","Always","Always",NA
"11143","M","10th","Yes","15","0","S","S","S","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"11144","F","10th","Yes","100","20","S","S","S","Yes","15","Last 7 Days","S","S","S","No","4","No","No","I do not use the internet","I do not use the internet",NA
"11145","M","10th","No","S","S","Yes","No","Yes","Yes","0","5 Years Ago","S","S","S","Not sure","No","S","No","Rarely","Never",NA
"11146","F","10th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11147","M","10th","Yes","35","14","S","S","S","Yes","0","5 Years Ago","S","S","S","No","No","No","Yes","Rarely","Rarely",NA
"11148","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11149","M","10th","No","S","S","Yes","No","No","Yes","0","Last 6 Months","S","S","S","Yes","3","S","Yes","Sometimes","Rarely",NA
"11150","F","10th","Yes","75","Today","S","S","S","No","S","S","No","No","No","Not sure","Yes","N","Yes","Rarely","Rarely",NA
"11151","M","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Sometimes","Never",NA
"11152","F","10th","No","S","S","No","No","No","Yes","0","1-4 Years Ago","S","S","S","No","4","S","Yes","Sometimes","Sometimes",NA
"11153","M","10th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","3","S","Yes","Rarely","Rarely",NA
"11154","F","10th","Yes","15","0","S","S","S","No","S","S","No","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11155","F","10th","Yes","75","Last Year","S","S","S","Yes","0","Last 6 Months","S","S","S","No","No","No","Yes","Never","Never",NA
"11156","M","10th","Yes","100","30","S","S","S","Yes","30","Today","S","S","S","Yes","No","No","Yes","Rarely","Never",NA
"11157","M","10th","Yes","75","Today","S","S","S","No","S","S","No","No","No","No","3","Yes","Yes","Rarely","Rarely",NA
"11158","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11159","M","10th","Yes","100","10","S","S","S","Yes","0","Last Year","S","S","S","No","6","Yes","Yes","Always","Always",NA
"11160","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11161","F","11th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","I do not use the internet","Never",NA
"11162","M","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11163","M","11th","Yes","35","Last Year","S","S","S","No","S","S","No","No","No","Yes","3","No","No","Rarely","Rarely",NA
"11164","F","11th","Yes","15","Last Year","S","S","S","No","S","S","No","No","No","Yes","3","N","Yes","Most of the time","Rarely",NA
"11165","M","11th","Yes","1","30","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Not sure","No","Yes","Yes","Never","Never",NA
"11166","F","11th","Yes","75","Last Month","S","S","S","No","S","S","Yes","No","No","Yes","Yes","No","Yes","Always","Always",NA
"11167","M","11th","Yes","100","Last 6 Months","S","S","S","Yes","0","Last 6 Months","S","S","S","Yes","3","Yes","Yes","Rarely","Rarely",NA
"11168","F","11th","Yes","75","0","S","S","S","Yes","0","Last 6 Months","S","S","S","No","4","S","Yes","Sometimes","Sometimes",NA
"11169","F","11th","Yes","75","Last 7 Days","S","S","S","Yes","0","E","S","S","S","No","3","No","Yes","Rarely","Never",NA
"11170","M","10th","Yes","75","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","No","3","S","Yes","Never","Rarely",NA
"11171","M","12th","Yes","15","10","S","S","S","Yes","30","Today","S","S","S","No","4","Yes","Yes","Sometimes","Sometimes",NA
"11172","M","12th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","Yes","Rarely","Rarely",NA
"11173","F","12th","Yes","100","30","S","S","S","Yes","3","Last 7 Days","S","S","S","Yes","Yes","No","Yes","Sometimes","Most of the time",NA
"11174","F","12th","Yes","75","Last Year","S","S","S","Yes","30","Today","S","S","S","Not sure","3","Yes","Yes","Sometimes","Never",NA
"11175","F","12th","Yes","1","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Not sure","Yes","S","Yes","Never","Never",NA
"11176","F","10th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Never","Never",NA
"11177","F","12th","Yes","1","0","S","S","S","Yes","0","1-4 Years Ago","S","S","S","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11178","M","12th","Yes","100","30","S","S","S","Yes","8","Last 7 Days","S","S","S","Yes","No","Yes","No","Never","Never",NA
"11179","M","12th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"11180","M","9th","Yes","N","0","S","S","S","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11181","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"11182","M","9th","Yes","35","Last Year","S","S","S","No","S","S","No","No","No","No","3","No","No","Sometimes","Rarely",NA
"11183","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Always",NA
"11184","M","9th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","4","S","No","Never","Always",NA
"11185","M","9th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","5","S","Yes","Always","Always",NA
"11186","M","9th","Yes","1","Today","S","S","S","No","S","S","No","No","No","No","Yes","No","Yes","Most of the time","Sometimes",NA
"11187","F","9th","No","S","S","Yes","No","No","Yes","0","1-4 Years Ago","S","S","S","Yes","No","S","Yes","Sometimes","Rarely",NA
"11188","M","Unplaced","Yes","75","0","S","S","S","Yes","0","Last Year","S","S","S","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11189","M","9th","Yes","1","Today","S","S","S","No","S","S","No","No","No","Yes","Yes","Yes","Yes","Sometimes","Sometimes",NA
"11190","M","9th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"11191","M","11th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Rarely","Most of the time",NA
"11192","F","11th","Yes","15","0","S","S","S","Yes","0","Last Year","S","S","S","Yes","No","S","No","Never","Never",NA
"11193","M","11th","Yes","75","0","S","S","S","No","S","S","Yes","No","No","Yes","5","S","Yes","Sometimes","Rarely",NA
"11194","M","11th","Yes","35","0","S","S","S","Yes","0","Last Year","S","S","S","Yes","4","S","Yes","Sometimes","Rarely",NA
"11195","F","11th","Yes","15","0","S","S","S","Yes","2","3","S","S","S","Yes","3","Yes","No","Sometimes","Sometimes","Last Month"
"11196","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Rarely",NA
"11197","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Sometimes",NA
"11198","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11199","M","7th","Yes","35","0","S","S","S","No","S","S","No","No","No","Not sure","Yes","S","No","Sometimes","Sometimes",NA
"11200","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Not sure","4","S","Yes","Rarely","Rarely",NA
"11201","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Rarely",NA
"11202","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Rarely",NA
"11203","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Never",NA
"11204","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Sometimes",NA
"11205","F","8th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11206","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Never",NA
"11207","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Always","Sometimes",NA
"11208","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11209","M","7th","Yes","100","20","S","S","S","Yes","1","Last 7 Days","S","S","S","Yes","6","Yes","Yes","Always","Always",NA
"11210","M","7th","No","S","S","Yes","Yes","Yes","No","S","S","Yes","No","No","Yes","6","S","Yes","Always","Sometimes",NA
"11211","M","7th","Yes","75","15","S","S","S","No","S","S","Yes","Yes","No","Yes","Yes","Yes","Yes","Rarely","Sometimes",NA
"11212","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11213","M","7th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","3","S","Yes","Never","Sometimes",NA
"11214","F","7th","Yes","75","Last 7 Days","S","S","S","Yes","0","Last Year","S","S","S","Not sure","4","Yes","Yes","Sometimes","Most of the time",NA
"11215","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11216","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Rarely","Never",NA
"11217","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"11218","M","7th","No","S","S","No","No","No","Yes","0","5 Years Ago","S","S","S","Yes","No","S","Yes","Never","Never",NA
"11219","M","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","No","Yes","Yes","Sometimes","Rarely",NA
"11220","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Never","Always",NA
"11221","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Rarely","Sometimes",NA
"11222","F","8th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","No","No","S","Yes","Sometimes","Never",NA
"11223","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11224","F","8th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","Yes","Sometimes","Sometimes",NA
"11225","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","No","Rarely","Most of the time",NA
"11226","F","8th","No","S","S","No","No","No","No","S","S","Yes","Yes","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11227","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11228","F","8th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Most of the time",NA
"11229","F","8th","Yes","75","0","S","S","S","No","S","S","No","No","No","No","3","S","Yes","Sometimes","Sometimes",NA
"11230","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Sometimes","Sometimes",NA
"11231","F","8th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"11232","M","8th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","No","Most of the time","Never",NA
"11233","M","8th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11234","M","8th","Yes","1","Today","S","S","S","No","S","S","Yes","Yes","No","Yes","Yes","N","Yes","Most of the time","Most of the time",NA
"11235","F","8th","Yes","75","Last 7 Days","S","S","S","No","S","S","Yes","No","No","Not sure","No","Yes","Yes","Never","Never",NA
"11236","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"11237","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Sometimes",NA
"11238","M","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","No","No","S","Yes","Sometimes","Never",NA
"11239","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11240","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","4","S","Yes","Never","Rarely",NA
"11241","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Never",NA
"11242","M","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","No","S","Yes","Most of the time","Rarely",NA
"11243","M","6th","Yes","1","Today","S","S","S","No","S","S","Yes","No","No","Yes","Yes","Yes","Yes","Never","Sometimes",NA
"11244","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"11245","F","6th","No","S","S","Yes","No","Yes","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Never",NA
"11246","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Never","Rarely",NA
"11247","F","6th","Yes","35","Last Month","S","S","S","Yes","0","Last 6 Months","S","S","S","No","No","Yes","No","Rarely","Never",NA
"11248","M","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","No","N","Yes","N","N","N",NA
"11249","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Sometimes","Sometimes",NA
"11250","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"11251","M","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","4","S","No","Most of the time","Sometimes",NA
"11252","F","6th","No","S","S","No","No","Yes","No","S","S","No","No","No","Not sure","No","S","Yes","Sometimes","Rarely",NA
"11253","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","N","Rarely","Rarely",NA
"11254","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Rarely",NA
"11255","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11256","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","Yes","S","Yes","Never","I do not use the internet",NA
"11257","M","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11258","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Rarely",NA
"11259","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Never",NA
"11260","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","No","No","S","Yes","Sometimes","Never",NA
"11261","M","6th","No","S","S","Yes","Yes","Yes","No","S","S","Yes","No","No","Yes","5","S","Yes","Always","Sometimes",NA
"11262","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"11263","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Never",NA
"11264","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11265","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"11266","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"11267","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11268","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11269","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Rarely","Rarely",NA
"11270","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Never","Rarely",NA
"11271","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Sometimes","Rarely",NA
"11272","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","4","S","Yes","Rarely","Rarely",NA
"11273","F","6th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","No","Yes","S","Yes","Rarely","Rarely",NA
"11274","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Sometimes",NA
"11275","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11276","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Never",NA
"11277","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Rarely","Rarely",NA
"11278","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11279","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","N","Yes","S","Yes","Never","Rarely",NA
"11280","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Sometimes",NA
"11281","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","I do not use the internet","I do not use the internet",NA
"11282","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","No","S","Yes","Never","Never",NA
"11283","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Most of the time","Sometimes",NA
"11284","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11285","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Most of the time","Sometimes",NA
"11286","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Sometimes",NA
"11287","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11288","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","3","S","Yes","Rarely","Rarely",NA
"11289","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"11290","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11291","F","6th","No","S","S","Yes","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Rarely",NA
"11292","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Sometimes",NA
"11293","M","6th","No","S","S","No","No","No","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Never","Rarely",NA
"11294","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Never","Never",NA
"11295","F","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Rarely",NA
"11296","M","6th","Yes","1","0","S","S","S","No","S","S","No","No","No","Yes","Yes","S","Yes","Never","Never",NA
"11297","M","6th","No","S","S","No","Yes","No","No","S","S","No","Yes","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11298","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Never","Never",NA
"11299","M","6th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11300","F","7th","Yes","1","0","S","S","S","No","S","S","Yes","No","No","Yes","Yes","S","Yes","Most of the time","Rarely",NA
"11301","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11302","M","7th","No","S","S","No","Yes","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Rarely",NA
"11303","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Rarely",NA
"11304","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Rarely","Never",NA
"11305","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","No","S","Yes","Never","Never",NA
"11306","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
"11307","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Never","Never",NA
"11308","F","7th","No","S","S","Yes","No","No","No","S","S","Yes","No","No","Yes","No","S","No","Never","Rarely",NA
"11309","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Rarely",NA
"11310","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Rarely",NA
"11311","F","7th","N","N","N","S","S","S","No","S","S","Yes","N","No","Not sure","3","S","N","Sometimes","Rarely",NA
"11312","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Never",NA
"11313","F","7th","No","S","S","Yes","No","No","No","S","S","No","No","No","Yes","No","S","Yes","Most of the time","Never",NA
"11314","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Rarely","Rarely",NA
"11315","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","3","S","Yes","Sometimes","Rarely",NA
"11316","M","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Rarely",NA
"11317","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","4","S","Yes","Most of the time","Rarely",NA
"11318","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Rarely","Never",NA
"11319","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","3","S","Yes","Rarely","Sometimes",NA
"11320","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Sometimes","Sometimes",NA
"11321","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","No","Yes","S","Yes","Sometimes","Sometimes",NA
"11322","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Not sure","Yes","S","Yes","Sometimes","Rarely",NA
"11323","F","7th","No","S","S","No","No","No","No","S","S","No","No","No","Yes","Yes","S","Yes","Rarely","Rarely",NA
"11324","F","7th","Yes","75","0","S","S","S","No","S","S","No","No","No","Yes","No","S","Yes","Sometimes","Never",NA
